days_elapsed,fraction
0,0.04293676827479532
1,0.0076672800490705925
2,0.0034402752220177614
3,0.0022668480145078274
5,0.0011067552070832332
4,0.0011467584073392538
6,9.067392058031309E-4
7,0.0013601088087046964
